date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:08	1340/1340	---M-Z	200	added ('OK')	application/javascript	etag:%2253c-5c9218ae09188-gzip%22	https://www.ahpsr.org/wp-includes/js/wp-util.min.js?ver=5.8.3	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/wp-util.minc8d8.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:08	17151/17151	---M-Z	200	added ('OK')	application/javascript	etag:%2242ff-5d57c687dfbfa-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-crop.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-crop.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:08	19076/19076	---M-Z	200	added ('OK')	application/javascript	etag:%224a84-5c9218ae0ef48-gzip%22	https://www.ahpsr.org/wp-includes/js/underscore.min.js?ver=1.13.1	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/underscore.min0028.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:08	5284/5284	---M-Z	200	added ('OK')	application/javascript	etag:%2214a4-5d57c687dec5a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-modal.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-modal.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:08	9808/9808	---M-Z	200	added ('OK')	application/javascript	etag:%222650-5d57c687dec5a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-fileupload.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-fileuploada1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:08	14763/14763	---M-Z	200	added ('OK')	application/javascript	etag:%2239ab-5d57c687dec5a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-jquery-form.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-jquery-form.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:09	39643/39643	---M-Z	200	added ('OK')	application/javascript	etag:%229adb-5d57c687dec5a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/pickadate/picker.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/pickadate/pickera1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:09	32991/32991	---M-Z	200	added ('OK')	application/javascript	etag:%2280df-5d57c687dec5a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/pickadate/picker.time.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/pickadate/picker.timea1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:09	49595/49595	---M-Z	200	added ('OK')	application/javascript	etag:%22c1bb-5d57c687dec5a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/pickadate/picker.date.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/pickadate/picker.datea1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:10	6406/6406	---M-Z	200	added ('OK')	application/javascript	etag:%221906-5c9218ae0b0c8-gzip%22	https://www.ahpsr.org/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/dist/vendor/regenerator-runtime.minb36a.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:10	217566/217566	---M--	200	added ('OK')	image/jpeg	etag:%22351de-5b2e631bb31de%22	https://www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/ZbIaxtWnxM/11_0t1a5659-750x1125.jpeg	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/uploads/2020/10/shorthand/12/Nag4LcjYeg/assets/ZbIaxtWnxM/11_0t1a5659-750x1125.jpg	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:11	16470/16470	---M-Z	200	added ('OK')	application/javascript	etag:%224056-5c9218ae0b0c8-gzip%22	https://www.ahpsr.org/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:12	5440/5440	---M-Z	200	added ('OK')	application/javascript	etag:%221540-5c9218ae0c068-gzip%22	https://www.ahpsr.org/wp-includes/js/dist/hooks.min.js?ver=a7edae857aab69d69fa10d5aef23a5de	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/dist/hooks.mine16b.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:12	9866/9866	---M-Z	200	added ('OK')	application/javascript	etag:%22268a-5c9218ae0c068-gzip%22	https://www.ahpsr.org/wp-includes/js/dist/i18n.min.js?ver=5f1269854226b4dd90450db411a12b79	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/dist/i18n.min71a7.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:13	9186/9186	---M-Z	200	added ('OK')	application/javascript	etag:%2223e2-5d57c687dfbfa-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-raty.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-raty.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:13	4405/4405	---M-Z	200	added ('OK')	application/javascript	etag:%221135-5d57c687dfbfa-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-tipsy.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-tipsy.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:14	5629/5629	---M-Z	200	added ('OK')	application/javascript	etag:%2215fd-5af9cc9d8ab72-gzip%22	https://www.ahpsr.org/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/imagesloaded.mineda1.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:15	24138/24138	---M-Z	200	added ('OK')	application/javascript	etag:%225e4a-5af9cc9d8ab72-gzip%22	https://www.ahpsr.org/wp-includes/js/masonry.min.js?ver=4.2.2	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/masonry.min3a05.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:15	1819/1819	---M-Z	200	added ('OK')	application/javascript	etag:%2271b-53a5d2030ec80-gzip%22	https://www.ahpsr.org/wp-includes/js/jquery/jquery.masonry.min.js?ver=3.1.2b	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/jquery/jquery.masonry.minef70.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:15	45197/45197	---M-Z	200	added ('OK')	application/javascript	etag:%22b08d-5d57c687dfbfa-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/simplebar.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/simplebar.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:15	14917/14917	---M-Z	200	added ('OK')	application/javascript	etag:%223a45-5d57c687ddcba-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-functions.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-functions.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:17	221/221	---M-Z	200	added ('OK')	application/javascript	etag:%22dd-5d57c687dec5a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-responsive.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-responsive.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:17	9787/9787	---M-Z	200	added ('OK')	application/javascript	etag:%22263b-5d57c687dec5a-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-conditional.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-conditional.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:17	12469/12469	---M-Z	200	added ('OK')	application/javascript	etag:%2230b5-5d57c687dfbfa-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-scripts.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-scripts.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:18	2783/2783	---M-Z	200	added ('OK')	application/javascript	etag:%22adf-5d57c687dfbfa-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-profile.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-profile.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:18	2823/2823	---M-Z	200	added ('OK')	application/javascript	etag:%22b07-5d57c687dfbfa-gzip%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-account.min.js?ver=2.3.0	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/js/um-account.mina1ec.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:18	1426/1426	---M-Z	200	added ('OK')	application/javascript	etag:%22592-5ba7a8ce0f637-gzip%22	https://www.ahpsr.org/wp-includes/js/wp-embed.min.js?ver=5.8.3	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-includes/js/wp-embed.minc8d8.js	(from https://www.ahpsr.org/stories/pillars-of-strength-embedded-research-resilience-mozambique/)
21:17:19	5/5	---M--	200	added ('OK')	text/css	etag:%22613482d4-5%22	https://p.typekit.net/p.css?s=1&k=whn6etf&ht=tk&f=37746.37747.37748.37749.37754.37755&a=16102494&app=typekit&e=css	C:/My%20Web%20Sites/Alliance/p.typekit.net/p537c.css	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:20	20656/20656	---M--	200	added ('OK')	application/font-woff2	etag:%226fbf67e1e893620a55788e10b082a9b72004969a%22	https://use.typekit.net/af/8bdca4/00000000000000003b9b408f/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/8bdca4/00000000000000003b9b408f/27/l652f	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:20	21480/21480	---M--	200	added ('OK')	application/font-woff	etag:%226fbf67e1e893620a55788e10b082a9b72004969a%22	https://use.typekit.net/af/8bdca4/00000000000000003b9b408f/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/8bdca4/00000000000000003b9b408f/27/d652f	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:21	33332/33332	---M-Z	200	added ('OK')	font/opentype	etag:W/%226fbf67e1e893620a55788e10b082a9b72004969a%22	https://use.typekit.net/af/8bdca4/00000000000000003b9b408f/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/8bdca4/00000000000000003b9b408f/27/a652f	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:21	23212/23212	---M--	200	added ('OK')	application/font-woff2	etag:%229554eddb66808c70d3c1059115a72d274746bc4d%22	https://use.typekit.net/af/8f1a23/00000000000000003b9b4090/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/8f1a23/00000000000000003b9b4090/27/le265	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:22	23720/23720	---M--	200	added ('OK')	application/font-woff	etag:%229554eddb66808c70d3c1059115a72d274746bc4d%22	https://use.typekit.net/af/8f1a23/00000000000000003b9b4090/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/8f1a23/00000000000000003b9b4090/27/de265	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:23	35032/35032	---M-Z	200	added ('OK')	font/opentype	etag:W/%229554eddb66808c70d3c1059115a72d274746bc4d%22	https://use.typekit.net/af/8f1a23/00000000000000003b9b4090/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/8f1a23/00000000000000003b9b4090/27/ae265	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:23	20752/20752	---M--	200	added ('OK')	application/font-woff2	etag:%22f16e4863f6739a793006ad36f6d1e62e0f27e678%22	https://use.typekit.net/af/80755f/00000000000000003b9b408d/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/80755f/00000000000000003b9b408d/27/l5bba	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:24	21564/21564	---M--	200	added ('OK')	application/font-woff	etag:%22f16e4863f6739a793006ad36f6d1e62e0f27e678%22	https://use.typekit.net/af/80755f/00000000000000003b9b408d/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/80755f/00000000000000003b9b408d/27/d5bba	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:24	33328/33328	---M-Z	200	added ('OK')	font/opentype	etag:W/%22f16e4863f6739a793006ad36f6d1e62e0f27e678%22	https://use.typekit.net/af/80755f/00000000000000003b9b408d/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/80755f/00000000000000003b9b408d/27/a5bba	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:25	22980/22980	---M--	200	added ('OK')	application/font-woff2	etag:%22381c1576557b2153d9fcd197e0f5e14671ea8d43%22	https://use.typekit.net/af/7d8f7e/00000000000000003b9b408c/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i6&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/7d8f7e/00000000000000003b9b408c/27/l1f8b	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:25	23728/23728	---M--	200	added ('OK')	application/font-woff	etag:%22381c1576557b2153d9fcd197e0f5e14671ea8d43%22	https://use.typekit.net/af/7d8f7e/00000000000000003b9b408c/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i6&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/7d8f7e/00000000000000003b9b408c/27/d1f8b	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:27	34732/34732	---M-Z	200	added ('OK')	font/opentype	etag:W/%22381c1576557b2153d9fcd197e0f5e14671ea8d43%22	https://use.typekit.net/af/7d8f7e/00000000000000003b9b408c/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i6&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/7d8f7e/00000000000000003b9b408c/27/a1f8b	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:27	21024/21024	---M--	200	added ('OK')	application/font-woff2	etag:%2239f200a74f7b5f05eb7999727471e05f07aa305b%22	https://use.typekit.net/af/969ded/00000000000000003b9b4081/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/969ded/00000000000000003b9b4081/27/l3eab	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:28	21828/21828	---M--	200	added ('OK')	application/font-woff	etag:%2239f200a74f7b5f05eb7999727471e05f07aa305b%22	https://use.typekit.net/af/969ded/00000000000000003b9b4081/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/969ded/00000000000000003b9b4081/27/d3eab	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:28	32804/32804	---M-Z	200	added ('OK')	font/opentype	etag:W/%2239f200a74f7b5f05eb7999727471e05f07aa305b%22	https://use.typekit.net/af/969ded/00000000000000003b9b4081/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/969ded/00000000000000003b9b4081/27/a3eab	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:28	23124/23124	---M--	200	added ('OK')	application/font-woff2	etag:%225ee51b893df965e4c3d8b9400669c612096f5a4c%22	https://use.typekit.net/af/e2e00e/00000000000000003b9b407b/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i3&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/e2e00e/00000000000000003b9b407b/27/laaa3	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:29	23740/23740	---M--	200	added ('OK')	application/font-woff	etag:%225ee51b893df965e4c3d8b9400669c612096f5a4c%22	https://use.typekit.net/af/e2e00e/00000000000000003b9b407b/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i3&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/e2e00e/00000000000000003b9b407b/27/daaa3	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:30	34828/34828	---M-Z	200	added ('OK')	font/opentype	etag:W/%225ee51b893df965e4c3d8b9400669c612096f5a4c%22	https://use.typekit.net/af/e2e00e/00000000000000003b9b407b/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i3&v=3	C:/My%20Web%20Sites/Alliance/use.typekit.net/af/e2e00e/00000000000000003b9b407b/27/aaaa3	(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:32	22586/22586	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22583a-5d0989b57fdde%22	https://www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/Genericons.eot?	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/Genericonsd41d.eot	(from https://www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/genericons.css?ver=5.8.3)
21:17:34	22400/22400	---M--	200	added ('OK')	font/ttf	etag:%225780-5d0989b57fdde%22	https://www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/Genericons.ttf	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/Genericons.ttf	(from https://www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/genericons.css?ver=5.8.3)
21:17:34	1412/1412	---M--	200	added ('OK')	image/gif	etag:%22584-5d57c687e1b3a%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/img/loading.gif	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/img/loading.gif	(from https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-modal.css?ver=2.3.0)
21:17:35	1453/1453	---M--	200	added ('OK')	image/gif	etag:%225ad-5d57c687e1b3a%22	https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/img/loading-dots.gif	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/ultimate-member/assets/img/loading-dots.gif	(from https://www.ahpsr.org/wp-content/plugins/ultimate-member/assets/css/um-profile.css?ver=2.3.0)
21:17:36	1/1	---M--	200	added ('OK')	text/plain	etag:%22620a1a55-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/whn6etf.css?ver=1.0.18)
21:17:38	78817/78817	---M--	200	added ('OK')	image/svg+xml	etag:%22133e1-5d0989b57fdde%22	https://www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/Genericons.svg	C:/My%20Web%20Sites/Alliance/www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/Genericons.svg	(from https://www.ahpsr.org/wp-content/plugins/show-hidecollapse-expand/assets/css/genericons/genericons.css?ver=5.8.3)
